lat,lon,day_of_year,sst,ssh,sss,temp_50m,temp_100m,temp_200m,temp_500m
14.27,61.36,163,28.95,0.727,35.17,28.0,25.42,21.46,15.97
10.6,67.11,202,28.36,0.69,34.81,27.16,24.34,20.48,14.59
19.75,76.03,14,27.52,0.697,34.52,26.41,23.39,18.6,12.87
11.34,72.27,347,27.81,0.691,34.64,26.45,23.55,19.6,13.82
8.94,61.5,246,28.05,0.653,34.98,27.06,24.2,20.62,15.29
16.84,74.39,14,27.91,0.811,34.67,26.89,23.69,20.27,14.7
17.52,72.45,99,29.03,0.699,34.63,28.3,25.5,21.66,16.4
21.95,70.39,33,27.43,0.687,34.8,26.3,23.99,19.86,14.55
17.23,73.94,257,26.82,0.677,34.63,25.98,23.09,19.38,14.4
13.53,66.87,34,28.95,0.717,34.81,27.93,25.22,20.79,15.32
20.85,63.77,19,27.76,0.699,34.93,26.77,23.72,19.94,14.37
16.64,68.7,152,28.42,0.69,34.82,27.37,24.79,20.67,15.2
9.27,69.33,260,27.37,0.72,34.7,26.29,23.23,19.61,13.31
17.05,69.15,164,27.91,0.706,34.93,26.96,23.99,19.7,14.09
22.53,69.61,77,27.6,0.727,34.95,26.59,23.88,20.48,15.16
14.34,76.13,314,27.18,0.744,34.63,26.29,23.12,19.51,13.92
12.74,75.34,137,28.7,0.72,34.62,27.91,25.18,21.23,15.66
10.3,74.89,359,28.62,0.76,34.61,27.5,24.93,20.95,15.36
10.42,73.62,208,27.04,0.743,34.55,26.09,23.26,19.85,14.82
14.92,76.04,242,27.18,0.68,34.64,26.17,23.59,20.35,14.93
17.53,61.67,67,28.34,0.748,35.27,27.89,24.63,20.4,14.85
9.29,64.51,116,29.61,0.74,34.99,28.52,25.79,21.57,16.8
23.03,68.42,202,26.76,0.721,34.86,26.08,23.09,19.51,13.62
20.08,74.39,250,26.18,0.635,34.54,25.54,22.84,17.8,12.09
17.39,68.59,278,26.65,0.698,34.82,25.59,23.21,18.1,12.27
21.26,72.72,112,27.83,0.745,34.57,27.12,23.35,18.96,13.23
9.28,62.36,331,28.43,0.676,35.08,27.51,24.49,20.53,15.4
15.63,64.29,234,26.88,0.65,35.07,26.0,22.49,17.97,12.16
18.08,72.44,176,27.66,0.671,34.73,26.89,23.69,19.1,13.61
21.26,62.8,143,28.21,0.76,35.11,27.23,24.21,19.93,14.57
20.54,65.97,32,27.4,0.645,34.72,26.96,24.39,20.86,15.56
12.43,64.5,181,28.64,0.742,35.02,27.13,24.5,20.26,14.56
23.05,65.95,67,27.95,0.738,35.02,26.97,24.33,20.7,15.36
9.99,72.04,4,28.72,0.738,34.72,27.37,24.67,20.63,14.99
22.0,66.25,286,25.4,0.683,35.06,24.9,21.66,18.2,12.7
23.54,69.44,269,25.41,0.555,34.81,24.57,22.03,17.86,12.03
10.83,61.7,236,27.37,0.716,35.17,26.12,23.06,19.15,13.25
19.55,73.69,277,26.42,0.655,34.55,25.41,22.72,18.73,13.33
8.64,66.29,41,29.71,0.701,35.01,28.3,25.17,21.04,16.25
14.49,71.03,121,28.87,0.693,34.84,28.01,25.1,21.35,15.75
16.26,72.33,275,26.13,0.717,34.64,25.32,22.44,18.64,13.13
17.29,63.56,231,26.58,0.693,34.91,25.7,22.96,18.98,13.66
22.97,75.04,304,26.08,0.685,34.55,25.12,22.03,17.18,12.0
18.76,70.48,86,28.62,0.767,34.68,28.02,25.33,20.78,15.62
15.7,67.29,63,28.85,0.681,34.97,28.04,24.81,20.36,15.02
20.95,63.1,192,27.37,0.701,35.03,26.16,23.82,19.84,14.29
23.21,76.02,293,25.46,0.678,34.63,24.61,21.54,17.45,12.15
8.35,72.84,31,29.31,0.733,34.53,27.97,24.52,20.14,14.76
23.72,63.54,330,26.08,0.707,34.98,25.57,22.7,18.29,12.77
9.38,65.74,146,29.62,0.734,34.89,28.44,25.45,21.65,16.43
21.03,73.76,107,28.03,0.716,34.68,26.89,23.76,19.39,14.02
12.49,71.83,359,27.96,0.725,34.52,26.9,24.45,19.38,13.67
10.11,73.02,110,30.25,0.808,34.65,29.5,26.82,22.81,16.99
15.04,67.5,276,26.62,0.657,34.86,25.81,23.12,18.83,12.85
18.3,72.18,210,26.47,0.705,34.75,25.45,22.31,18.54,12.76
14.1,66.57,139,28.96,0.756,34.94,27.93,24.89,20.51,15.02
8.87,63.59,86,30.33,0.714,34.96,29.43,26.39,22.22,17.03
17.59,70.76,44,28.33,0.793,34.54,27.68,24.23,20.27,14.73
22.44,76.59,82,28.18,0.677,34.46,27.04,24.28,19.33,13.91
14.13,65.28,64,28.84,0.812,34.86,27.87,25.07,20.75,15.43
11.46,67.84,343,28.23,0.71,34.77,27.1,24.29,19.9,14.03
15.08,71.46,321,26.83,0.661,34.67,25.75,22.99,18.72,13.09
8.77,69.21,55,29.95,0.784,34.91,29.11,25.88,21.59,15.74
21.13,74.34,74,28.41,0.694,34.5,27.28,24.16,20.08,14.48
21.22,72.95,129,28.0,0.635,34.5,27.31,24.4,20.39,14.97
17.41,60.99,256,26.07,0.648,35.1,24.69,22.28,18.45,12.97
13.65,76.97,231,26.91,0.692,34.49,25.75,23.26,19.38,13.63
20.8,72.79,137,28.41,0.784,34.65,27.55,24.81,21.2,15.87
16.87,74.69,351,27.15,0.637,34.55,25.95,23.73,20.04,14.62
21.21,71.07,355,27.04,0.704,34.73,26.63,23.93,20.4,15.03
18.1,74.56,112,28.64,0.725,34.64,27.58,24.91,21.32,15.87
20.55,61.91,308,25.82,0.646,35.04,24.79,22.41,18.12,12.4
17.58,65.91,146,28.11,0.752,35.06,27.04,24.37,20.17,14.31
14.63,74.9,33,29.16,0.724,34.59,28.29,25.92,21.75,16.37
23.33,63.43,260,26.58,0.674,35.16,25.95,23.12,19.51,14.14
16.66,61.33,87,28.8,0.778,35.17,27.77,24.69,20.52,15.04
17.68,73.4,331,26.77,0.714,34.54,25.91,23.02,19.25,14.39
11.53,74.2,265,26.79,0.625,34.44,25.82,23.08,18.25,12.61
18.01,62.77,320,26.16,0.63,35.2,24.96,21.87,16.96,11.56
17.15,74.52,30,27.96,0.703,34.53,27.0,23.94,20.38,14.92
10.96,71.68,232,27.52,0.728,34.72,26.33,23.34,19.47,13.96
8.95,68.84,76,30.01,0.76,34.79,28.6,25.39,21.79,15.97
17.67,74.11,129,28.71,0.735,34.77,27.83,24.78,20.1,14.52
20.22,67.13,271,26.03,0.701,34.91,25.36,22.73,18.73,13.52
16.37,63.3,89,29.15,0.731,34.93,28.21,25.58,20.92,15.6
11.63,64.84,170,28.53,0.785,34.98,26.97,23.65,19.95,14.7
18.66,68.59,128,28.35,0.656,34.97,27.35,24.61,20.56,14.88
9.28,69.03,174,28.87,0.72,34.75,27.6,24.72,20.61,15.38
15.07,73.69,26,28.08,0.658,34.5,27.46,24.94,21.23,15.4
10.61,73.45,61,29.06,0.746,34.73,27.92,24.97,20.87,15.31
10.95,69.88,67,29.45,0.784,34.71,28.07,24.81,20.69,14.89
11.24,73.27,26,28.29,0.712,34.5,27.23,24.22,19.58,14.61
14.19,63.26,83,28.92,0.719,34.98,28.05,24.83,21.31,15.86
8.82,60.85,364,29.02,0.686,35.19,27.94,24.42,20.4,15.18
14.36,74.85,60,29.13,0.811,34.64,27.98,25.06,21.2,15.82
16.19,61.28,39,28.52,0.725,35.18,27.48,24.77,20.16,14.82
15.73,64.19,123,29.22,0.728,34.92,28.41,25.6,22.09,16.28
14.12,71.82,292,26.72,0.734,34.81,25.74,22.49,18.49,12.97
21.43,66.96,277,25.99,0.636,34.99,25.55,22.32,18.94,13.12
10.33,74.9,304,27.37,0.655,34.65,26.31,23.55,19.89,14.25
16.09,65.07,282,26.68,0.642,34.89,25.42,23.11,18.06,12.57
8.99,60.2,191,28.72,0.697,35.13,27.58,25.12,21.36,15.58
9.14,65.11,292,27.75,0.66,35.02,26.54,23.62,19.92,14.03
17.18,69.83,152,28.11,0.686,34.86,26.86,24.08,20.26,14.4
17.06,66.39,233,26.82,0.771,34.84,25.91,23.3,19.31,13.99
22.05,69.09,146,27.72,0.656,35.01,26.79,23.92,19.77,14.17
16.93,74.9,271,26.03,0.591,34.59,25.12,21.92,17.83,11.94
23.36,75.51,335,26.36,0.672,34.67,25.91,22.23,18.71,13.19
8.78,64.52,134,29.4,0.749,34.89,28.27,25.45,21.96,16.67
9.57,67.86,171,28.74,0.759,34.9,27.85,24.91,20.77,15.22
8.71,69.34,28,29.52,0.734,34.7,28.38,25.0,20.61,14.67
10.96,76.13,136,29.6,0.723,34.57,28.62,25.33,21.76,16.19
16.66,76.98,241,26.75,0.74,34.56,25.83,22.88,19.17,13.42
18.33,64.0,344,27.12,0.619,35.09,26.26,23.29,19.29,13.86
8.73,72.36,228,27.7,0.716,34.63,26.57,24.14,19.68,14.05
23.14,66.43,287,25.4,0.66,34.76,24.88,22.47,17.72,12.27
21.47,60.14,303,25.31,0.662,35.22,24.59,21.5,17.72,11.69
12.75,60.16,34,28.68,0.718,35.15,27.67,25.27,20.96,15.47
9.24,67.83,2,28.45,0.674,34.84,27.54,25.19,20.87,15.28
10.72,68.3,362,28.53,0.786,34.77,27.49,24.69,20.78,14.99
10.03,60.38,195,29.15,0.727,35.18,28.29,25.15,20.85,15.35
9.97,71.68,94,30.13,0.835,34.73,28.81,25.93,21.65,16.04
16.3,65.0,328,26.37,0.676,35.1,25.84,22.37,17.99,12.45
11.93,69.52,308,26.96,0.659,34.61,25.95,22.94,19.13,13.31
13.73,65.12,135,28.63,0.745,34.86,27.39,24.6,20.12,14.65
23.83,62.84,204,25.66,0.686,35.13,25.01,22.28,17.59,11.52
18.95,66.92,250,26.17,0.658,34.7,25.53,22.57,18.09,12.51
23.18,63.95,147,27.48,0.665,34.97,26.46,23.65,20.12,14.59
10.28,69.09,346,27.88,0.635,35.07,26.72,23.59,19.26,14.24
14.11,63.38,348,27.67,0.683,35.03,26.88,24.46,20.55,14.95
16.88,68.64,254,26.6,0.7,34.92,25.77,23.36,19.13,14.09
9.23,62.68,334,28.42,0.682,34.92,27.23,24.6,20.42,15.24
8.07,71.41,176,29.17,0.772,34.81,28.0,25.04,21.49,15.92
18.73,72.82,125,28.49,0.726,34.65,27.34,24.23,20.18,14.66
18.27,61.88,251,26.34,0.69,35.15,25.23,22.64,19.2,13.35
14.57,67.95,131,28.64,0.636,34.93,27.32,24.55,21.23,15.53
15.83,61.2,50,28.5,0.668,35.1,27.46,24.33,20.86,15.41
14.65,70.17,93,28.81,0.716,34.84,27.95,25.41,21.11,15.48
8.38,64.49,310,28.42,0.797,34.91,27.25,24.22,20.19,14.93
13.37,68.97,220,27.03,0.651,34.84,26.24,23.16,19.65,14.32
10.83,68.8,334,28.25,0.712,34.9,27.06,24.49,20.7,15.27
9.57,75.71,334,27.72,0.787,34.51,26.33,23.2,19.56,14.24
23.31,69.33,20,27.34,0.707,34.73,26.76,23.94,20.34,14.94
17.59,69.91,205,27.4,0.726,34.75,26.55,24.07,20.49,14.98
19.66,66.83,91,28.8,0.708,35.03,28.16,25.66,21.16,15.43
13.05,76.13,355,27.73,0.749,34.65,26.64,23.87,19.75,14.79
14.29,73.21,173,28.3,0.772,34.74,27.63,24.39,20.03,14.72
11.79,64.85,189,28.12,0.734,35.16,26.86,23.84,19.7,14.3
9.55,74.35,312,27.55,0.693,34.63,26.41,24.28,20.27,14.53
10.86,67.35,2,28.62,0.751,34.92,27.64,25.05,21.0,16.21
20.76,74.09,361,27.25,0.622,34.44,26.29,23.41,19.07,13.36
18.84,73.99,168,27.49,0.738,34.55,26.63,23.39,18.78,13.29
16.75,63.21,24,28.27,0.684,35.12,27.57,24.16,19.45,13.97
15.6,71.92,68,28.69,0.72,34.81,27.8,25.3,21.94,16.03
22.76,64.94,194,26.24,0.71,34.87,25.38,22.89,19.29,13.92
9.16,65.06,84,29.92,0.811,34.99,29.07,26.15,22.19,16.79
12.49,65.04,207,27.76,0.638,35.21,26.83,23.89,18.64,12.82
13.6,72.33,49,29.26,0.71,34.7,28.25,25.73,21.3,16.02
20.52,63.91,32,27.37,0.717,35.19,26.49,23.19,19.29,13.5
23.88,60.02,317,26.38,0.592,35.23,25.51,23.31,19.55,13.95
11.85,72.16,170,28.14,0.771,34.77,27.27,24.6,20.38,14.64
21.99,62.91,129,27.93,0.712,34.99,27.26,24.03,20.15,14.83
21.29,61.78,102,28.1,0.77,34.97,27.5,24.85,20.71,15.36
11.59,64.04,35,28.95,0.709,35.11,27.98,24.92,21.28,15.44
14.39,66.46,307,26.98,0.653,34.97,25.88,22.65,18.54,12.86
14.55,68.09,199,27.88,0.748,34.88,26.96,24.32,20.19,14.52
23.65,60.76,301,25.83,0.633,35.04,24.91,21.76,17.46,12.16
10.89,76.5,77,29.66,0.71,34.5,28.63,25.38,21.58,15.87
20.79,72.17,321,26.36,0.683,34.65,25.77,23.08,19.15,13.61
13.35,65.49,14,28.09,0.649,34.93,27.31,24.45,19.89,14.32
19.69,65.42,349,26.86,0.734,35.01,26.16,23.6,19.65,14.05
14.72,67.63,131,29.04,0.749,34.97,28.05,25.09,21.06,16.08
17.25,70.65,238,25.95,0.613,34.8,25.19,22.27,18.55,12.85
21.32,62.49,280,25.83,0.691,35.12,24.85,21.39,17.26,11.69
20.87,63.21,65,28.1,0.759,35.08,26.94,24.22,19.73,14.33
21.86,74.61,138,28.13,0.714,34.6,27.35,24.48,20.2,14.57
8.95,64.36,269,27.71,0.792,34.94,26.54,24.0,20.63,14.95
19.07,66.46,228,26.64,0.759,34.95,26.09,23.44,19.26,13.86
10.24,74.81,201,28.21,0.729,34.68,27.46,24.69,21.01,15.74
14.65,71.27,142,28.96,0.781,34.74,27.84,24.73,20.08,14.97
16.78,65.81,100,29.04,0.794,34.88,28.23,25.21,21.27,15.71
14.44,71.62,138,28.47,0.679,34.62,27.09,24.41,19.7,13.97
16.31,60.33,168,28.14,0.726,35.09,27.26,24.38,20.31,14.57
23.94,72.51,99,28.15,0.687,34.59,27.41,25.0,20.6,15.52
10.16,68.28,311,28.01,0.677,35.16,26.73,24.29,19.82,14.42
18.81,73.82,319,26.53,0.671,34.56,25.66,22.75,18.23,12.49
14.34,76.23,327,27.42,0.7,34.55,26.24,23.41,19.23,13.53
10.13,75.74,355,28.75,0.668,34.56,27.84,24.77,19.91,14.08
10.54,75.46,66,29.37,0.765,34.72,28.33,25.42,20.75,15.22
23.19,68.71,335,26.27,0.648,34.89,25.75,23.21,19.15,13.8
22.07,66.12,329,25.6,0.694,35.0,24.46,21.45,16.65,11.61
22.51,67.91,47,27.95,0.755,34.9,26.95,23.96,19.25,14.08
23.86,71.73,337,25.95,0.614,34.76,25.05,21.89,18.51,13.02
11.33,75.03,231,27.58,0.75,34.63,26.63,23.59,20.11,14.41
13.69,63.52,308,26.98,0.701,35.0,26.03,23.36,18.93,13.57
18.71,75.61,146,28.09,0.704,34.48,27.27,24.34,20.37,14.34
15.74,73.86,207,27.42,0.672,34.65,26.33,23.15,18.72,12.98
14.69,76.64,146,28.93,0.692,34.48,27.56,24.78,20.37,15.06
13.72,74.96,152,29.13,0.695,34.62,27.98,25.11,19.76,14.52
17.5,64.76,279,26.39,0.589,34.9,25.75,23.29,19.8,14.69
17.21,61.8,140,27.92,0.708,34.98,26.86,23.97,20.09,14.55
10.58,61.91,151,29.62,0.676,35.0,28.59,25.45,21.65,16.54
15.55,64.95,21,27.85,0.671,34.99,26.89,24.35,20.46,14.85
16.86,70.44,254,26.41,0.689,34.62,25.51,22.37,18.19,12.55
17.12,73.67,64,28.55,0.786,34.85,27.35,24.07,19.77,14.36
11.36,75.29,218,27.81,0.658,34.78,26.92,23.78,19.67,14.51
19.88,70.6,72,27.97,0.734,34.86,27.07,24.02,20.51,15.29
8.4,60.1,162,28.96,0.726,35.16,28.31,24.88,20.79,15.6
13.68,63.17,130,29.08,0.722,35.02,28.0,24.62,21.3,15.96
20.48,61.7,69,28.0,0.716,35.16,27.33,24.7,20.29,15.08
17.02,66.18,225,27.25,0.661,35.01,26.23,23.35,18.65,13.16
12.18,68.52,246,27.14,0.681,34.89,26.49,23.6,19.13,13.73
19.12,60.74,68,28.13,0.717,35.04,27.38,24.5,20.34,15.67
17.08,65.92,107,29.3,0.795,34.94,28.1,25.37,21.83,16.59
20.74,63.05,109,28.37,0.776,35.13,27.79,24.66,20.36,14.87
19.76,71.0,328,27.34,0.666,34.52,26.61,23.94,19.26,14.0
17.76,67.89,103,28.13,0.703,34.77,27.12,24.3,20.2,14.39
15.81,68.42,141,28.68,0.762,34.92,27.39,24.22,20.61,15.01
10.13,67.27,65,29.91,0.76,34.88,29.07,26.37,22.27,16.71
12.18,76.25,134,29.27,0.777,34.52,28.58,25.71,21.69,15.97
14.71,63.65,199,27.55,0.733,35.16,26.79,23.61,19.5,14.53
17.59,68.78,155,28.48,0.765,34.84,27.73,24.55,20.37,15.01
16.22,72.51,79,29.08,0.746,34.65,28.24,25.51,22.37,17.04
12.61,69.47,250,26.7,0.624,34.79,25.88,23.38,19.8,14.27
8.1,75.79,87,29.92,0.761,34.54,28.75,25.95,22.6,16.76
15.94,66.43,304,26.42,0.642,34.86,25.09,22.54,19.59,14.08
12.57,67.88,241,27.26,0.719,34.86,26.39,23.9,20.31,14.69
19.75,61.5,88,28.72,0.793,35.03,27.91,24.95,20.66,14.86
8.38,70.35,324,28.05,0.774,34.75,26.66,23.82,20.07,14.8
17.36,64.9,172,27.74,0.738,34.95,26.36,23.7,20.36,14.78
23.06,62.73,357,26.28,0.621,35.11,25.48,22.32,18.44,12.4
10.79,69.26,17,29.16,0.801,34.98,28.06,25.47,21.23,15.73
15.55,69.05,223,27.47,0.711,34.86,26.45,24.0,20.45,14.96
9.46,61.29,294,27.64,0.666,35.16,26.67,23.61,19.0,13.73
18.01,71.87,310,27.0,0.714,34.75,25.93,23.93,19.89,14.43
16.81,70.6,219,26.81,0.665,34.69,26.0,23.41,19.61,13.93
14.52,63.21,234,26.67,0.592,35.14,25.82,22.98,18.84,13.49
16.34,67.98,248,26.91,0.638,34.92,25.42,21.98,18.13,12.43
22.35,72.25,52,27.76,0.7,34.71,26.91,24.03,20.19,14.9
11.14,69.0,15,28.66,0.726,34.88,27.64,24.91,21.03,15.88
8.36,66.72,324,28.19,0.673,34.96,27.23,24.48,20.31,14.06
21.79,65.48,112,27.58,0.727,35.01,26.85,23.59,19.33,13.6
17.23,70.38,184,27.06,0.703,34.88,25.77,22.72,18.58,13.22
22.25,75.96,360,26.79,0.616,34.49,25.97,23.37,18.72,13.25
17.55,71.42,7,27.84,0.811,34.87,26.86,24.13,20.58,15.47
20.96,61.27,51,28.4,0.673,34.99,27.75,25.2,21.31,16.19
14.87,67.83,314,27.31,0.671,34.95,26.09,23.29,19.26,14.03
20.0,75.14,241,26.38,0.676,34.61,25.5,22.65,18.28,12.27
22.61,61.61,245,26.13,0.636,35.04,25.48,22.82,18.77,13.22
17.15,76.81,186,27.7,0.759,34.63,26.92,24.07,20.01,14.7
10.89,76.13,287,27.29,0.682,34.37,26.2,22.9,18.63,13.12
12.3,61.33,92,29.83,0.728,35.31,29.03,26.62,22.94,17.4
11.18,75.87,106,29.95,0.793,34.79,28.74,26.12,21.57,16.44
11.95,66.17,13,28.67,0.614,34.94,27.78,25.1,20.63,15.24
12.9,74.36,146,28.61,0.75,34.52,27.77,24.48,20.83,15.25
16.88,67.11,119,28.2,0.768,34.86,26.98,24.35,20.85,15.0
17.41,67.49,203,27.43,0.601,35.0,26.76,23.82,19.84,14.85
14.82,70.78,141,28.91,0.721,34.74,27.59,24.98,20.49,15.08
17.85,73.17,115,28.81,0.668,34.38,27.96,25.29,21.72,16.08
9.31,60.57,152,29.67,0.761,35.22,28.48,25.5,21.48,16.26
9.4,70.08,57,29.52,0.845,34.89,28.63,26.02,21.97,15.99
10.75,63.17,157,28.53,0.735,35.12,27.54,24.31,20.83,15.85
16.29,65.88,310,26.94,0.669,35.03,26.34,23.52,19.76,14.44
11.42,65.92,133,29.75,0.649,35.12,28.92,26.6,22.35,17.51
12.53,67.97,163,28.82,0.69,34.86,27.82,25.12,20.39,15.08
14.41,65.68,275,26.39,0.656,35.14,25.64,23.09,18.86,13.43
20.99,61.83,183,27.11,0.687,35.11,26.23,23.41,19.5,13.82
8.22,62.48,77,29.79,0.778,35.21,28.46,25.56,21.72,16.09
18.39,60.57,325,26.22,0.687,35.16,25.21,22.0,17.41,11.54
18.7,67.99,44,28.22,0.68,35.08,27.29,24.4,20.04,15.13
20.78,76.23,206,26.66,0.671,34.62,25.17,22.54,17.26,11.8
22.92,61.97,38,27.46,0.674,35.11,26.92,23.75,19.79,14.55
8.32,76.09,318,28.21,0.679,34.44,27.08,23.95,19.17,13.98
10.46,72.47,22,28.84,0.7,34.72,27.96,25.24,20.95,15.38
22.18,70.84,73,28.04,0.733,34.68,27.24,24.62,20.16,14.42
15.34,70.97,241,26.74,0.57,34.81,25.46,23.28,19.45,13.73
17.03,74.05,154,28.13,0.64,34.7,27.21,24.31,20.36,14.4
18.61,61.82,237,26.52,0.792,35.23,25.59,22.62,18.23,12.39
18.87,68.58,5,27.79,0.677,34.91,26.75,24.16,20.12,14.78
22.91,71.85,221,26.11,0.712,34.73,25.21,22.53,18.7,13.51
23.95,69.98,310,25.82,0.642,34.93,25.03,22.13,18.15,12.65
19.52,74.16,86,28.47,0.702,34.78,27.09,24.23,18.78,13.56
12.6,61.23,177,28.57,0.753,35.05,27.61,24.55,21.37,16.16
22.08,71.74,259,26.04,0.654,34.91,25.32,22.15,18.26,12.67
8.79,69.08,220,28.72,0.725,34.96,27.72,24.82,21.17,15.99
11.7,66.45,38,29.54,0.754,34.86,28.44,26.02,21.63,16.08
22.36,65.78,142,27.6,0.714,34.78,27.16,24.09,19.61,13.99
12.1,70.55,235,27.79,0.676,34.9,26.85,23.58,19.27,13.8
11.53,75.15,203,28.22,0.697,34.61,27.09,23.94,20.64,14.71
10.21,68.43,329,27.79,0.665,34.82,26.47,23.79,19.57,14.05
21.75,74.02,294,25.98,0.601,34.67,24.86,22.19,18.06,11.87
16.0,66.84,172,27.68,0.774,35.05,26.8,24.29,20.93,15.64
18.8,61.74,125,28.55,0.69,34.93,27.79,25.27,21.02,15.13
11.83,61.05,326,28.21,0.756,35.17,27.19,24.4,20.3,14.8
20.13,60.87,65,28.51,0.711,35.17,27.62,24.96,20.33,15.27
20.16,66.46,281,26.34,0.682,35.09,25.4,22.33,19.01,13.53
13.0,65.73,272,26.94,0.678,35.05,26.02,23.38,18.98,12.91
14.57,72.2,244,27.11,0.612,34.79,25.97,23.13,18.96,13.5
11.36,72.63,15,29.01,0.742,34.65,27.96,25.34,19.9,14.33
23.62,60.86,226,25.75,0.667,35.23,24.96,22.25,18.08,12.86
18.33,63.76,131,28.59,0.689,35.0,27.79,24.8,20.67,15.14
22.95,64.66,195,26.64,0.762,35.0,25.65,22.44,18.17,13.01
12.85,69.31,293,27.35,0.723,34.89,26.12,23.11,18.31,12.95
20.51,62.46,209,26.29,0.691,35.11,25.43,22.64,18.75,13.52
20.25,62.28,113,28.66,0.767,35.14,27.83,24.7,19.84,14.31
19.07,76.04,244,26.43,0.57,34.69,25.53,22.7,17.94,12.82
23.45,73.67,166,26.98,0.708,34.62,25.63,23.1,18.9,13.24
14.3,63.07,191,27.85,0.797,34.97,26.92,24.38,20.76,14.71
10.09,66.91,257,27.52,0.726,34.83,26.96,24.24,20.12,14.29
18.75,66.05,327,26.41,0.652,34.85,25.69,23.27,19.29,13.83
19.67,73.45,218,26.92,0.633,34.82,25.64,22.44,18.08,12.66
17.2,68.67,359,27.79,0.655,34.92,26.77,24.33,19.96,14.51
11.31,62.17,275,27.61,0.645,35.22,26.52,23.29,19.54,14.41
16.07,72.56,52,29.18,0.729,34.79,28.16,25.3,21.69,16.24
13.0,66.75,158,28.8,0.691,34.91,27.53,24.44,20.79,15.38
14.84,64.47,363,27.44,0.687,35.18,26.27,23.65,19.8,14.59
18.32,66.38,55,28.61,0.737,34.88,27.89,24.55,20.58,14.58
19.92,68.46,14,27.68,0.631,35.06,26.94,23.6,18.92,13.64
11.72,65.83,269,27.71,0.671,34.98,26.64,23.61,19.29,14.18
14.49,64.11,340,27.85,0.682,35.21,27.05,23.99,19.61,14.32
12.31,66.77,90,29.59,0.734,34.82,28.43,25.39,21.32,15.91
11.18,60.33,27,29.02,0.741,35.14,27.89,24.82,21.03,15.77
20.53,73.13,89,28.62,0.734,34.51,27.68,25.02,20.78,14.64
22.55,62.91,41,26.8,0.657,35.19,25.66,22.81,17.71,12.17
13.92,60.75,304,27.14,0.657,35.2,26.09,23.73,20.13,14.24
20.02,71.11,268,26.29,0.658,34.96,25.73,22.97,18.52,13.13
22.35,73.16,138,27.64,0.757,34.63,27.12,24.5,20.06,14.26
21.54,73.84,6,26.98,0.621,34.78,26.15,23.52,19.67,14.43
10.93,68.39,242,27.62,0.744,34.87,26.52,23.38,19.07,13.45
23.3,63.49,162,27.52,0.63,35.05,27.06,24.09,20.0,14.12
14.03,72.53,180,28.28,0.733,34.67,27.23,24.67,20.7,14.92
13.43,71.9,297,26.88,0.718,34.64,25.76,22.37,18.33,12.44
9.0,64.19,6,29.34,0.697,35.07,28.43,25.73,21.53,16.02
15.78,75.36,271,27.06,0.696,34.61,25.75,22.85,18.8,13.48
9.74,61.77,272,27.3,0.647,34.97,26.19,23.14,19.97,14.28
11.98,76.71,156,29.77,0.81,34.28,28.72,25.73,22.15,16.21
13.07,74.62,85,29.43,0.689,34.58,28.52,26.16,22.44,16.94
20.94,71.69,200,26.99,0.644,34.85,26.01,22.67,18.76,13.25
22.01,75.96,10,27.32,0.695,34.58,26.45,23.24,19.81,14.16
12.84,72.28,138,28.9,0.765,34.58,27.89,24.43,20.71,14.98
21.74,63.24,242,25.78,0.647,34.89,24.88,21.93,18.38,13.27
21.72,67.52,201,26.59,0.687,35.01,25.7,22.67,19.14,13.47
20.23,61.22,156,27.13,0.662,34.99,26.42,23.64,19.85,13.92
10.35,66.62,275,27.69,0.657,35.01,26.74,23.77,19.91,14.39
19.05,72.61,225,25.97,0.708,34.75,25.18,22.46,18.27,12.92
23.12,66.57,68,27.84,0.725,35.1,26.7,23.6,20.31,14.95
18.92,65.62,184,27.13,0.664,34.91,26.31,24.11,20.02,14.04
13.31,70.12,195,28.12,0.647,34.89,26.94,24.3,19.79,14.65
16.01,74.83,42,27.93,0.757,34.75,27.37,24.65,20.73,15.29
18.33,60.81,151,27.57,0.748,35.03,26.66,23.97,19.82,14.49
16.17,66.55,84,28.79,0.725,34.95,27.79,24.61,20.14,15.43
9.92,62.69,134,29.76,0.736,35.09,28.98,26.04,21.58,16.31
12.99,71.82,309,27.33,0.68,34.62,26.55,23.65,19.59,14.27
20.84,61.8,354,27.16,0.676,35.15,26.25,23.27,19.24,13.67
21.78,71.3,298,25.87,0.677,34.63,24.79,21.85,17.2,11.7
10.2,64.87,30,29.26,0.702,35.04,27.83,25.23,20.99,15.13
23.24,63.38,9,26.58,0.644,35.28,25.55,22.71,19.01,13.54
13.26,75.92,170,28.4,0.715,34.54,27.45,24.68,19.56,14.55
18.6,60.31,290,26.25,0.668,35.18,25.31,21.97,17.78,12.4
20.03,67.44,168,26.88,0.711,35.04,25.81,22.43,18.34,13.51
20.99,60.37,344,26.36,0.673,35.31,25.42,22.3,18.47,13.12
23.13,68.22,145,27.59,0.768,34.81,27.12,24.73,20.54,15.13
13.01,68.52,228,27.46,0.654,34.93,26.66,24.44,20.18,14.64
21.74,65.47,306,25.84,0.704,34.69,25.35,22.79,18.94,14.03
10.11,62.25,76,29.66,0.722,35.01,28.44,25.47,21.35,15.71
19.28,66.4,223,26.01,0.635,35.05,25.28,22.59,19.2,13.48
19.87,71.43,177,26.68,0.686,34.69,25.94,23.47,19.62,13.86
